step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
120.0,12,213.0,7.607142857142857,5.866388288653399,12,307.0,0.16270677434496475,12,307.0,False,,
125.0,12,200.0,5.405405405405405,6.787887792129086,12,294.0,0.40894999447238994,12,294.0,False,,
130.0,10,112.0,3.393939393939394,6.043352467593921,10,256.0,0.3538456903942959,10,256.0,False,,
135.0,15,170.0,5.666666666666667,4.855952552463597,15,264.0,0.06303460595060546,15,264.0,False,,
140.0,18,259.0,9.25,4.681867038192999,18,353.0,1.1813348003881842e-06,18,353.0,False,,
145.0,16,305.0,10.166666666666666,5.227796776441421,16,341.0,0.3333333333333333,16,341.0,False,,
150.0,8,223.0,7.433333333333334,6.834436638184295,8,333.0,0.4821218977117186,8,333.0,False,,
155.0,8,263.0,8.766666666666667,7.7466836481840655,8,263.0,0.41431605789306036,8,263.0,False,,
160.0,14,319.0,11.392857142857142,5.361251693593182,14,319.0,0.0028191574232082064,14,319.0,False,,
165.0,14,286.0,12.434782608695652,3.7769531841182875,14,286.0,1.1166370680017722e-05,14,286.0,False,,
170.0,10,260.0,8.666666666666666,7.61067492935721,10,276.0,0.49580991816599645,10,276.0,False,,
175.0,10,310.0,11.071428571428571,8.455521656754348,10,310.0,0.5099245404975663,10,310.0,False,,
180.0,9,223.0,8.576923076923077,4.467925427397282,9,223.0,0.21259958330997214,9,223.0,False,,
185.0,13,128.0,5.818181818181818,2.6939056389690172,13,155.0,0.05603360166826637,13,155.0,False,,
190.0,14,198.0,9.0,4.2071126803690255,14,198.0,7.587661211252868e-07,14,198.0,False,,
195.0,12,194.0,5.878787878787879,6.817346749272924,12,194.0,0.43921104281415024,12,194.0,False,,
200.0,6,101.0,3.607142857142857,8.102162657285314,6,147.0,0.5683968535655733,6,147.0,False,,
205.0,8,133.0,5.115384615384615,6.332963716662344,8,133.0,0.24861541942146173,8,133.0,False,,
210.0,14,196.0,8.166666666666666,5.169125511062531,14,196.0,0.0001520030022779452,14,196.0,False,,
215.0,12,202.0,11.882352941176471,2.1083203702929003,12,202.0,0.0,12,202.0,False,,
220.0,6,131.0,4.678571428571429,8.031468323803411,6,165.0,0.5554229769091817,6,165.0,False,,
225.0,6,161.0,6.1923076923076925,9.665723840784763,6,161.0,0.6203237398985172,6,161.0,False,,
230.0,8,148.0,6.434782608695652,3.8210129642528337,8,148.0,0.07391992003268923,8,148.0,False,,
235.0,14,213.0,11.210526315789474,2.8835241245787144,14,213.0,0.00014361997286507406,14,213.0,False,,
240.0,14,283.0,15.722222222222221,2.6483782534987292,14,283.0,0.0,14,283.0,False,,
245.0,12,320.0,11.428571428571429,6.44818751857307,12,320.0,0.4744906592148114,12,320.0,False,,
250.0,10,341.0,13.115384615384615,6.590641094213343,10,341.0,0.44455041163650644,10,341.0,False,,
255.0,17,408.0,15.692307692307692,4.2536506628331825,17,408.0,0.014292795795515357,17,408.0,False,,
260.0,18,496.0,21.565217391304348,2.85902825781105,18,496.0,1.806900680071494e-06,18,496.0,False,,
265.0,16,420.0,15.555555555555555,4.604073212247376,16,420.0,0.3333333333333333,16,420.0,False,,
270.0,10,255.0,8.5,7.148354002337862,10,285.0,0.4737831318362126,10,285.0,False,,
275.0,10,305.0,10.166666666666666,6.486511974659042,10,305.0,0.3076306333646367,10,305.0,False,,
280.0,17,324.0,11.571428571428571,2.975976051373937,17,324.0,0.003376649027110791,17,324.0,False,,
285.0,17,404.0,16.16,3.345792927371137,17,404.0,4.435243350375517e-06,17,404.0,False,,
290.0,17,489.0,14.818181818181818,6.069176111773862,17,489.0,0.3692550273045879,17,489.0,False,,
295.0,16,558.0,18.0,5.789453200544536,16,558.0,0.39557751674599,16,558.0,False,,
300.0,17,640.0,22.06896551724138,2.3376152865546365,17,640.0,0.08288324705416658,17,640.0,False,,
305.0,26,756.0,26.06896551724138,1.34790796642504,26,756.0,0.00024629889279497103,26,756.0,False,,
310.0,26,886.0,32.81481481481482,0.45443857387171244,26,886.0,2.8605035213265765e-07,26,886.0,False,,
315.0,24,846.0,22.263157894736842,3.8973859244832276,24,846.0,0.2890061435241843,24,846.0,False,,
320.0,14,351.0,9.236842105263158,4.848878092522896,14,770.0,0.31320281539751954,14,770.0,False,,
325.0,12,322.0,8.473684210526315,4.482378609021724,12,489.0,0.12762398728291072,12,489.0,False,,
330.0,18,409.0,11.36111111111111,5.813647568538254,18,451.0,0.17657530449868444,18,451.0,False,,
335.0,17,480.0,14.545454545454545,4.16805670031613,17,481.0,0.00759923362260668,17,481.0,False,,
340.0,20,577.0,15.18421052631579,6.133620771817624,20,578.0,0.35925055749474205,20,578.0,False,,
345.0,20,677.0,19.91176470588235,4.221897338375629,20,678.0,0.2755721399648001,20,678.0,False,,
350.0,27,654.0,20.4375,0.17886820047435395,27,655.0,0.004915033886527001,27,655.0,False,,
355.0,20,321.0,10.03125,2.0583995908503447,20,634.0,0.06274403448611456,20,634.0,False,,
360.0,16,373.0,11.65625,5.1228728083833595,16,461.0,0.1286903958914183,16,461.0,False,,
365.0,16,395.0,9.875,6.190701204058136,16,482.0,0.36216013073162406,16,482.0,False,,
370.0,14,334.0,9.542857142857143,4.939097074982896,14,473.0,0.2869605860250676,14,473.0,False,,
375.0,21,423.0,12.441176470588236,4.341250007998304,21,510.0,0.0653443326905199,21,510.0,False,,
380.0,22,382.0,11.9375,3.3280326514383125,22,469.0,3.3405134584028935e-05,22,469.0,False,,
385.0,16,274.0,8.058823529411764,5.619648972272731,16,446.0,0.3412755868131723,16,446.0,False,,
390.0,16,354.0,9.833333333333334,6.839736425845875,16,441.0,0.39568436639885046,16,441.0,False,,
395.0,14,400.0,11.764705882352942,4.852828741394672,14,487.0,0.2539067013682875,14,487.0,False,,
400.0,21,494.0,17.03448275862069,2.468425952726113,21,581.0,0.02115993155799906,21,581.0,False,,
405.0,22,604.0,21.571428571428573,2.6930742262122527,22,691.0,0.0,22,691.0,False,,
410.0,20,691.0,17.71794871794872,5.463629023655904,20,778.0,0.34124014222307847,20,778.0,False,,
415.0,20,791.0,23.264705882352942,5.055201825060131,20,878.0,0.34765241675346625,20,878.0,False,,
420.0,23,895.0,26.323529411764707,2.535237569071572,23,982.0,0.11835987021955022,23,982.0,False,,
425.0,27,878.0,27.4375,0.8789749089267356,27,965.0,0.0008706501223034677,27,965.0,False,,
430.0,22,818.0,25.5625,2.684189268215861,22,977.0,0.05510837518527005,22,977.0,False,,
435.0,22,928.0,22.095238095238095,5.991898277959445,22,1015.0,0.3193354924934101,22,1015.0,False,,
440.0,22,1038.0,25.95,4.767478054170246,22,1125.0,0.2522203839717926,22,1125.0,False,,
445.0,25,1001.0,27.805555555555557,1.504185409074461,25,1031.0,0.06234711920956257,25,1031.0,False,,
450.0,22,399.0,11.735294117647058,1.7049196769781778,22,975.0,0.056262068886408216,22,975.0,False,,
455.0,14,223.0,6.5588235294117645,4.354647615506611,14,666.0,0.1263467851654809,14,666.0,False,,
460.0,12,234.0,5.2,7.049648907956609,12,628.0,0.41562412092090223,12,628.0,False,,
465.0,17,310.0,7.948717948717949,4.432207734998785,17,704.0,0.24333623129913975,17,704.0,False,,
470.0,25,420.0,11.666666666666666,1.4167635618008763,25,814.0,0.004069421792663233,25,814.0,False,,
475.0,30,468.0,13.0,1.3728026184555886,30,862.0,7.107985604095983e-05,30,862.0,False,,
480.0,20,328.0,9.93939393939394,2.2478438523770117,20,881.0,0.05765391724115393,20,881.0,False,,
485.0,20,428.0,9.727272727272727,6.6390067579908,20,840.0,0.3667940549609769,20,840.0,False,,
490.0,20,467.0,11.119047619047619,4.40463155010943,20,772.0,0.1849297116619919,20,772.0,False,,
495.0,20,287.0,7.972222222222222,2.5497050611166108,20,708.0,0.06643235593827441,20,708.0,False,,
500.0,14,240.0,7.0588235294117645,4.382489590935084,14,463.0,0.09838614660441884,14,463.0,False,,
505.0,12,285.0,7.3076923076923075,6.4312778187028385,12,508.0,0.3620309166311951,12,508.0,False,,
510.0,20,369.0,9.461538461538462,5.740636566884233,20,592.0,0.3297785093148087,20,592.0,False,,
515.0,23,476.0,13.222222222222221,2.0959154646208185,23,699.0,0.10634624751901223,23,699.0,False,,
520.0,31,622.0,18.294117647058822,0.7426336199063965,31,845.0,0.0013195240556306215,31,845.0,False,,
525.0,30,709.0,20.852941176470587,0.8704056961022548,30,914.0,1.2152397912997625e-06,30,914.0,False,,
530.0,22,667.0,14.822222222222223,5.055906586093721,22,915.0,0.3045129687190904,22,915.0,False,,
535.0,22,777.0,17.65909090909091,6.080309121997553,22,982.0,0.31957451890185995,22,982.0,False,,
540.0,25,894.0,21.804878048780488,3.3607674472975684,25,1099.0,0.07621492784255833,25,1099.0,False,,
545.0,30,1037.0,28.805555555555557,1.2628628081108586,30,1242.0,0.0007357022627117466,30,1242.0,False,,
550.0,32,1197.0,34.2,1.0109724599932475,32,1402.0,1.2573257630693036e-06,32,1402.0,False,,
555.0,30,1139.0,25.886363636363637,3.6210922853756062,30,1344.0,0.2582721417077091,30,1344.0,False,,
560.0,22,847.0,19.25,4.2016601938851315,22,1295.0,0.24839991572048897,22,1295.0,False,,
565.0,28,971.0,22.068181818181817,3.5154221074125416,28,1176.0,0.05506444562706975,28,1176.0,False,,
570.0,32,1119.0,26.642857142857142,2.5227608081739685,32,1324.0,0.00018638003149032802,32,1324.0,False,,
575.0,32,1279.0,35.52777777777778,1.2847122803758293,32,1484.0,0.0,32,1484.0,False,,
580.0,32,1439.0,31.282608695652176,3.8620527282712374,32,1644.0,0.2420073619273346,32,1644.0,False,,
585.0,34,1604.0,36.45454545454545,2.0307398477587046,34,1809.0,0.15071811206986155,34,1809.0,False,,
590.0,39,1789.0,40.65909090909091,0.5799572783558333,39,1994.0,0.0009565892854405189,39,1994.0,False,,
595.0,42,1998.0,45.40909090909091,0.5568813664993806,42,2203.0,1.3306214567336554e-06,42,2203.0,False,,
600.0,42,2208.0,50.18181818181818,0.5599760736298891,42,2413.0,0.0,42,2413.0,False,,
605.0,42,2418.0,44.77777777777778,2.2742801923240035,42,2623.0,0.1674151992643272,42,2623.0,False,,
610.0,46,2642.0,48.925925925925924,1.009916987014913,46,2847.0,0.07502846769128366,46,2847.0,False,,
615.0,51,2889.0,53.5,0.5008634629651363,51,3094.0,0.00025343631449579557,51,3094.0,False,,
620.0,50,3047.0,56.425925925925924,0.5578756343190262,50,3252.0,0.0,50,3252.0,False,,
625.0,46,3203.0,53.38333333333333,2.6893147669607673,46,3423.0,0.15460424902594866,46,3423.0,False,,
630.0,50,3439.0,53.734375,2.783055743103194,50,3644.0,0.12327978915802386,50,3644.0,False,,
635.0,52,3691.0,59.53225806451613,1.5543289823851931,52,3896.0,0.04717825070160667,52,3896.0,False,,
640.0,55,3961.0,68.29310344827586,0.5071683007944554,55,4166.0,0.00021859745188436097,55,4166.0,False,,
645.0,56,4241.0,74.40350877192982,0.23947745414958643,56,4446.0,0.0,56,4446.0,False,,
650.0,56,4521.0,68.5,1.6836009036215567,56,4726.0,0.12515274592263426,56,4726.0,False,,
655.0,60,4811.0,70.75,0.9725334577761849,60,5016.0,0.07341275492531801,60,5016.0,False,,
660.0,62,4811.0,70.75,0.4561581214151638,62,4936.0,0.032098416564295996,62,4936.0,False,,
665.0,56,3582.0,52.6764705882353,0.9730795119152861,56,4870.0,0.026995462338771502,56,4870.0,False,,
670.0,48,2813.0,41.36764705882353,2.5212895920688747,48,4136.0,0.054953567020166454,48,4136.0,False,,
675.0,42,2068.0,27.573333333333334,3.817613708223173,42,4090.0,0.17810724140129205,42,4090.0,False,,
680.0,28,737.0,10.681159420289855,3.184470967412809,28,3768.0,0.15172748251589593,28,3768.0,False,,
685.0,28,354.0,5.205882352941177,3.1995710445891183,28,3507.0,0.11359369660011137,28,3507.0,False,,
690.0,30,316.0,4.787878787878788,2.4603828987938443,30,3555.0,0.09773341257698559,30,3555.0,False,,
695.0,40,420.0,6.774193548387097,1.7679572919288886,40,3674.0,0.055372590308599104,40,3674.0,False,,
700.0,52,658.0,9.13888888888889,2.575685020601275,52,3897.0,0.11901735359043109,52,3897.0,False,,
705.0,58,878.0,12.366197183098592,1.5513635481157022,58,3819.0,0.0524574849521563,58,3819.0,False,,
710.0,52,867.0,13.136363636363637,1.0692224601350597,52,3734.0,0.03624269124590322,52,3734.0,False,,
715.0,46,903.0,13.681818181818182,2.656207655528578,46,3079.0,0.05410959924110893,46,3079.0,False,,
720.0,36,749.0,11.88888888888889,2.3799560145632372,36,3169.0,0.07573323791796457,36,3169.0,False,,
725.0,32,680.0,9.855072463768115,3.6192975504221603,32,3232.0,0.19336065105164435,32,3232.0,False,,
730.0,41,863.0,12.691176470588236,2.507658132857109,41,3415.0,0.11483256578964306,41,3415.0,False,,
735.0,48,1051.0,15.686567164179104,1.3579467601502586,48,3603.0,0.016668925219479967,48,3603.0,False,,
740.0,53,1302.0,21.0,0.8756580693611079,53,3854.0,0.0012294033508296392,53,3854.0,False,,
745.0,57,1581.0,22.91304347826087,2.2797274180828566,57,4133.0,0.120070041009209,57,4133.0,False,,
750.0,55,1802.0,25.02777777777778,1.3684860904653293,55,4086.0,0.06599610561533237,55,4086.0,False,,
755.0,53,1801.0,26.10144927536232,1.4834089709176366,53,4076.0,0.06924184631436643,53,4076.0,False,,
760.0,49,1844.0,26.72463768115942,2.622162752571159,49,3563.0,0.06462073891218828,49,3563.0,False,,
765.0,41,1859.0,27.746268656716417,2.560244671700206,41,3768.0,0.07811142695446441,41,3768.0,False,,
770.0,41,1950.0,27.464788732394368,2.898829957600447,41,3967.0,0.17485303949927242,41,3967.0,False,,
775.0,49,2173.0,30.6056338028169,1.6498123807698664,49,4190.0,0.09403082905871481,49,4190.0,False,,
780.0,55,2262.0,32.78260869565217,0.38010137973214747,55,4104.0,0.024334077654994075,55,4104.0,False,,
785.0,57,1655.0,23.985507246376812,0.9474440715013411,57,4067.0,0.029563305939554013,57,4067.0,False,,
790.0,49,1224.0,17.73913043478261,2.462006670478298,49,3464.0,0.05423478156388217,49,3464.0,False,,
795.0,41,891.0,11.423076923076923,4.408442259025924,41,3032.0,0.1763420091231056,41,3032.0,False,,
800.0,39,945.0,12.77027027027027,4.575200445817518,39,2864.0,0.19454024195965805,39,2864.0,False,,
805.0,38,1057.0,15.776119402985074,3.4881894189785867,38,2610.0,0.15422172327907074,38,2610.0,False,,
810.0,38,870.0,13.80952380952381,2.5610682946927734,38,2525.0,0.09783822032598631,38,2525.0,False,,
815.0,35,760.0,12.88135593220339,2.6044576822322383,35,2239.0,0.07746691898466641,35,2239.0,False,,
820.0,27,576.0,8.347826086956522,3.816238853722935,27,2069.0,0.19573302589420433,27,2069.0,False,,
825.0,24,541.0,8.323076923076924,3.496476453447201,24,2040.0,0.17945335106937266,24,2040.0,False,,
830.0,27,614.0,10.065573770491802,3.2570944315239236,27,1872.0,0.1104597569909092,27,1872.0,False,,
835.0,33,773.0,13.101694915254237,3.6342181073641737,33,1934.0,0.08364611643787298,33,1934.0,False,,
840.0,38,923.0,17.75,1.5546759037454123,38,1916.0,0.004202415962837073,38,1916.0,False,,
845.0,34,931.0,15.262295081967213,3.657836311764052,34,1700.0,0.18591027154693338,34,1700.0,False,,
850.0,30,968.0,16.689655172413794,4.083411091173457,30,1551.0,0.16701587311816277,30,1551.0,False,,
855.0,26,971.0,17.339285714285715,2.9859665068489454,26,1649.0,0.08866987280746084,26,1649.0,False,,
860.0,29,1059.0,21.18,2.66993712158304,29,1758.0,0.10420434948144307,29,1758.0,False,,
865.0,33,1214.0,21.678571428571427,4.273688588143348,33,1887.0,0.17519693996609337,33,1887.0,False,,
870.0,39,1395.0,23.25,4.243410060098951,39,2070.0,0.19137952316253137,39,2070.0,False,,
875.0,46,1603.0,30.245283018867923,1.5702441203898712,46,2278.0,0.041611936797653064,46,2278.0,False,,
880.0,47,1837.0,36.01960784313726,1.0981828824164095,47,2512.0,3.752756050113055e-07,47,2512.0,False,,
885.0,47,2072.0,41.44,0.824221616931843,47,2747.0,0.0,47,2747.0,False,,
890.0,47,2307.0,39.101694915254235,2.5306814057307294,47,2982.0,0.18478943908878168,47,2982.0,False,,
895.0,47,2542.0,43.08474576271186,1.5946467019691262,47,3217.0,0.11635366131940637,47,3217.0,False,,
900.0,55,2799.0,47.440677966101696,0.781019915093434,55,3474.0,0.061644449119825875,55,3474.0,False,,
905.0,55,3074.0,52.101694915254235,0.8383239136118246,55,3749.0,0.0,55,3749.0,False,,
910.0,55,3349.0,56.76271186440678,0.8388798583446254,55,4024.0,0.0,55,4024.0,False,,
915.0,55,3624.0,53.294117647058826,2.1424320140503306,55,4299.0,0.14871086883374934,55,4299.0,False,,
920.0,55,3554.0,53.04477611940298,1.0964899127312056,55,4229.0,0.08290039164220739,55,4229.0,False,,
925.0,51,2768.0,41.3134328358209,1.4979595146356326,51,4198.0,0.07469118722732149,51,4198.0,False,,
930.0,50,2891.0,43.149253731343286,2.3186328876127624,50,3812.0,0.04347920201245384,50,3812.0,False,,
935.0,49,3125.0,48.07692307692308,1.7972806493141433,49,4046.0,0.0168465327321213,49,4046.0,False,,
940.0,53,3366.0,46.10958904109589,2.681239321254772,53,4287.0,0.12016011134361664,53,4287.0,False,,
945.0,57,3643.0,52.79710144927536,1.589971827534724,57,4564.0,0.07464776394263012,57,4564.0,False,,
950.0,59,3748.0,55.11764705882353,0.7248900078433878,59,4537.0,0.020770866067919364,59,4537.0,False,,
955.0,53,3084.0,47.44615384615385,0.9077201697329587,53,4497.0,0.02513261632127179,53,4497.0,False,,
960.0,45,2599.0,39.98461538461538,2.3977233987491777,45,3902.0,0.041921036448933656,45,3902.0,False,,
965.0,35,2066.0,28.301369863013697,3.6658361553165855,35,4073.0,0.17663006142189172,35,4073.0,False,,
970.0,35,2006.0,29.5,2.8601737108449967,35,4215.0,0.13660619967512969,35,4215.0,False,,
975.0,41,2197.0,32.791044776119406,2.430573643892671,41,4406.0,0.079276523788563,41,4406.0,False,,
980.0,49,2428.0,37.9375,1.2803932778265885,49,4637.0,0.0255637991590859,49,4637.0,False,,
985.0,57,2695.0,39.63235294117647,1.8311824055064225,57,4904.0,0.11622894430041208,57,4904.0,False,,
990.0,59,2942.0,41.436619718309856,1.4781622688233824,59,4897.0,0.0987679792404125,59,4897.0,False,,
995.0,53,2997.0,42.2112676056338,1.4896314198128504,53,4666.0,0.05120133648281866,53,4666.0,False,,
1000.0,49,3054.0,43.014084507042256,2.6314780866440284,49,4444.0,0.06203224840550516,49,4444.0,False,,
1005.0,41,3116.0,45.8235294117647,2.359173652365069,41,4658.0,0.07241995987758239,41,4658.0,False,,
1010.0,41,3237.0,44.342465753424655,3.2131331549773714,41,4843.0,0.18465876162689465,41,4843.0,False,,
1015.0,47,3460.0,47.397260273972606,2.445750971708585,47,5066.0,0.12987440056913532,47,5066.0,False,,
1020.0,59,3726.0,54.0,0.8119294558832959,59,5332.0,0.03373898646866606,59,5332.0,False,,
1025.0,65,3991.0,57.84057971014493,0.4871139222252765,65,5379.0,0.00039903722697431666,65,5379.0,False,,
1030.0,55,4098.0,61.16417910447761,1.0137084549066557,55,5208.0,0.017753534362383826,55,5208.0,False,,
1035.0,45,4191.0,53.050632911392405,3.781847459893912,45,5079.0,0.18271619056119395,45,5079.0,False,,
1040.0,42,4287.0,56.4078947368421,2.568577902895476,42,5259.0,0.12106594305714517,42,5259.0,False,,
1045.0,49,4516.0,62.72222222222222,2.2138560102993057,49,5489.0,0.1055951673087241,49,5489.0,False,,
1050.0,55,4777.0,69.23188405797102,1.17643586249879,55,5750.0,0.015333301694502257,55,5750.0,False,,
1055.0,61,5044.0,74.17647058823529,0.9146202565550459,61,5855.0,0.00029640643860256115,61,5855.0,False,,
1060.0,51,5187.0,68.25,2.749653346393226,51,5980.0,0.161681526603648,51,5980.0,False,,
1065.0,47,5336.0,71.14666666666666,2.7771049776963297,47,5871.0,0.09846848183165659,47,5871.0,False,,
1070.0,43,5259.0,72.04109589041096,2.4794272408613893,43,5701.0,0.09208210624814377,43,5701.0,False,,
1075.0,43,4276.0,62.88235294117647,1.8356841259551375,43,5567.0,0.052562190761445894,43,5567.0,False,,
1080.0,42,4196.0,64.55384615384615,2.622807910502725,42,4982.0,0.05257215557163523,42,4982.0,False,,
1085.0,46,4390.0,58.53333333333333,3.8109779894462235,46,5092.0,0.1833727554338835,46,5092.0,False,,
1090.0,43,4495.0,65.14492753623189,2.1252290511600878,43,5207.0,0.08403327578490656,43,5207.0,False,,
1095.0,47,4679.0,69.83582089552239,2.572589554725235,47,5239.0,0.056255493395836555,47,5239.0,False,,
1100.0,47,4914.0,78.0,3.0379533668452647,47,5405.0,0.08365639544677313,47,5405.0,False,,
1105.0,47,5149.0,76.85074626865672,3.972956764685694,47,5616.0,0.14368418296959792,47,5616.0,False,,
1110.0,47,5384.0,80.35820895522389,3.480435316795898,47,5851.0,0.15520782819111595,47,5851.0,False,,
1115.0,51,5631.0,92.31147540983606,1.504832531958038,51,6098.0,0.05943659157714641,51,6098.0,False,,
1120.0,55,5898.0,99.96610169491525,0.9586023601245119,55,6365.0,4.64049533160961e-05,55,6365.0,False,,
1125.0,55,6173.0,106.43103448275862,0.7071964666446073,55,6640.0,0.0,55,6640.0,False,,
1130.0,55,6448.0,96.23880597014926,2.111174044135259,55,6915.0,0.15135015469067417,55,6915.0,False,,
1135.0,57,6726.0,100.38805970149254,1.768517068066775,57,7193.0,0.12929947346314852,57,7193.0,False,,
1140.0,60,7016.0,104.71641791044776,0.8373310096527631,60,7483.0,0.032400012391369436,60,7483.0,False,,
1145.0,63,7328.0,109.3731343283582,0.7888124166478392,63,7795.0,1.6393947441152512e-06,63,7795.0,False,,
1150.0,63,7643.0,115.8030303030303,0.6009189092273154,63,8110.0,0.0,63,8110.0,False,,
1155.0,63,7958.0,106.10666666666667,1.6897905300480451,63,8425.0,0.1250599095572253,63,8425.0,False,,
1160.0,65,8280.0,110.4,1.0270148459283408,65,8747.0,0.07904706652870279,65,8747.0,False,,
1165.0,70,8621.0,114.94666666666667,0.6460364814575055,70,9088.0,0.026289317894064374,70,9088.0,False,,
1170.0,71,8976.0,119.68,0.6389929142319142,71,9443.0,1.1418459464907906e-06,71,9443.0,False,,
1175.0,71,9331.0,124.41333333333333,0.6405231969266475,71,9798.0,0.0,71,9798.0,False,,
1180.0,71,9686.0,116.6987951807229,1.4876916251464696,71,10153.0,0.10800988270884204,71,10153.0,False,,
1185.0,76,10054.0,121.13253012048193,0.6203561722171612,76,10521.0,0.04492551134997893,76,10521.0,False,,
1190.0,79,10446.0,125.855421686747,0.6402422309973721,79,10913.0,4.266869030598374e-06,79,10913.0,False,,
1195.0,79,10841.0,130.6144578313253,0.6399137965585184,79,11308.0,0.0,79,11308.0,False,,
1200.0,79,11236.0,137.02439024390245,0.47638169459571383,79,11703.0,0.0,79,11703.0,False,,
1205.0,81,11633.0,127.83516483516483,1.2502266112010323,81,12100.0,0.09205650149168694,81,12100.0,False,,
1210.0,86,12047.0,132.3846153846154,0.6236588765587935,86,12514.0,0.03238838311753531,86,12514.0,False,,
1215.0,87,12482.0,137.16483516483515,0.6053602428115219,87,12949.0,1.9973321366906885e-07,87,12949.0,False,,
1220.0,87,12917.0,143.5222222222222,0.44145331426972817,87,13384.0,0.0,87,13384.0,False,,
1225.0,87,13352.0,140.54736842105262,1.1235694273924655,87,13819.0,0.06400780691323266,87,13819.0,False,,
1230.0,87,13787.0,142.1340206185567,0.5590134470308868,87,14254.0,0.04218146593025386,87,14254.0,False,,
1235.0,93,14244.0,146.84536082474227,0.4677347652376712,93,14711.0,0.0360364160472358,93,14711.0,False,,
1240.0,93,14709.0,151.63917525773195,0.506673650580664,93,15176.0,8.159470307840153e-08,93,15176.0,False,,
1245.0,93,15174.0,156.43298969072166,0.49906629314137285,93,15641.0,9.010051814906673e-08,93,15641.0,False,,
1250.0,93,15639.0,148.94285714285715,1.098946537588011,93,16106.0,0.06804581498864219,93,16106.0,False,,
1255.0,96,16110.0,156.40776699029126,0.4463038280606659,96,16577.0,0.03466074170926116,96,16577.0,False,,
1260.0,99,16602.0,161.18446601941747,0.44265493565812924,99,17069.0,0.03451471206306,99,17069.0,False,,
1265.0,99,17097.0,165.9902912621359,0.45244196084425403,99,17564.0,0.0,99,17564.0,False,,
1270.0,99,17592.0,170.79611650485438,0.48096183024386796,99,18059.0,0.0,99,18059.0,False,,
1275.0,97,17705.0,163.9351851851852,0.6716034019949438,97,17992.0,0.04344267869985347,97,17992.0,False,,
1280.0,90,16321.0,152.53271028037383,0.9968762340635386,90,17945.0,0.04913102436816623,90,17945.0,False,,
1285.0,83,15788.0,147.55140186915887,1.6387701819737095,83,17103.0,0.04422913417523933,83,17103.0,False,,
1290.0,77,15917.0,151.59047619047618,1.5839373735540272,77,17493.0,0.046772401975175466,77,17493.0,False,,
1295.0,82,16315.0,161.53465346534654,1.196462390026825,82,17891.0,0.02433161182191478,82,17891.0,False,,
1300.0,89,16743.0,162.55339805825244,1.2754314097379906,89,18320.0,0.05640843362424454,89,18320.0,False,,
1305.0,93,17202.0,170.31683168316832,0.7835494511251755,93,18779.0,0.03868663165175998,93,18779.0,False,,
