step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
1010.0,11,159.0,4.676470588235294,7.927355659422507,11,161.0,0.4701525423484543,11,161.0
1015.0,10,183.0,6.535714285714286,8.142664464951496,10,185.0,0.5084194928614774,10,185.0
1020.0,11,234.0,9.0,4.169135491956832,11,236.0,0.11655983703455368,11,236.0
1025.0,18,229.0,9.541666666666666,2.3232492396668145,18,231.0,0.00020021472635773274,18,231.0
1030.0,10,156.0,7.090909090909091,3.8864352289821396,10,213.0,0.07926396914283305,10,213.0
1035.0,10,206.0,6.4375,8.301209778344393,10,208.0,0.45486112347844193,10,208.0
1040.0,8,173.0,5.766666666666667,8.887568608338675,8,175.0,0.5495162629184305,8,175.0
1045.0,8,166.0,6.916666666666667,4.5373925085817,8,168.0,0.15284639700007152,8,168.0
1050.0,16,238.0,10.818181818181818,3.6010733024756054,16,240.0,8.581479941592038e-05,16,240.0
1055.0,14,226.0,11.3,2.9919416298935,14,226.0,1.1492997325057022e-06,14,226.0
1060.0,6,83.0,2.9642857142857144,7.765839930116003,6,200.0,0.5360846745276885,6,200.0
1065.0,6,113.0,4.035714285714286,10.073152547902989,6,113.0,0.6085191451737542,6,113.0
1070.0,7,98.0,3.92,4.364694479783053,7,98.0,0.050889266900892634,7,98.0
1075.0,14,165.0,8.25,3.4466713251480465,14,165.0,6.102416033636651e-06,14,165.0
1080.0,14,235.0,13.055555555555555,2.925334680749261,14,235.0,0.0,14,235.0
1085.0,12,227.0,8.107142857142858,6.233911718583507,12,227.0,0.45083915688976,12,227.0
1090.0,6,120.0,4.615384615384615,7.074368596074342,6,187.0,0.4783656310161435,6,187.0
1095.0,12,162.0,6.230769230769231,5.6730327490166115,12,162.0,0.09792212734839051,12,162.0
1100.0,13,173.0,7.863636363636363,3.8299324722769317,13,173.0,0.001216080364448638,13,173.0
1105.0,12,219.0,8.423076923076923,6.572562053239328,12,219.0,0.40000203874587237,12,219.0
1110.0,12,279.0,9.964285714285714,7.0706415641610265,12,279.0,0.46449489182317844,12,279.0
1115.0,10,248.0,9.538461538461538,4.697586115034325,10,248.0,0.32422093563518567,10,248.0
1120.0,10,104.0,4.333333333333333,2.9013109906025214,10,201.0,0.09931298372690714,10,201.0
1125.0,12,163.0,6.791666666666667,5.792873688158807,12,165.0,0.0817864842161279,12,165.0
1130.0,11,152.0,4.470588235294118,7.804919189611661,11,154.0,0.45607690776208293,11,154.0
1135.0,10,178.0,6.137931034482759,8.164200781292108,10,180.0,0.5082448846694366,10,180.0
1140.0,10,228.0,8.76923076923077,4.28505033452204,10,230.0,0.1249152693330382,10,230.0
1145.0,18,221.0,8.84,2.728599391985522,18,223.0,0.0001831971394816441,18,223.0
1150.0,10,150.0,7.5,3.587350738807456,10,203.0,0.10205565381584622,10,203.0
1155.0,10,200.0,6.25,8.281765372379706,10,202.0,0.46285293916261877,10,202.0
1160.0,8,170.0,5.666666666666667,8.66235748132283,8,172.0,0.5475963060314519,8,172.0
1165.0,7,164.0,6.833333333333333,4.189527605044627,7,166.0,0.14975839412572786,7,166.0
1170.0,16,231.0,10.5,3.179967769124872,16,233.0,0.00018136821634739183,16,233.0
1175.0,14,220.0,10.476190476190476,3.0339799149114333,14,220.0,0.0,14,220.0
1180.0,6,80.0,2.857142857142857,7.985656668727599,6,194.0,0.5269032318253525,6,194.0
1185.0,6,110.0,3.9285714285714284,10.241480969453635,6,110.0,0.6067258507158564,6,110.0
1190.0,10,99.0,3.96,4.258353264184706,10,99.0,0.033399868082240505,10,99.0
1195.0,14,162.0,8.1,3.303156913533453,14,162.0,3.019331345542913e-05,14,162.0
1200.0,14,232.0,12.88888888888889,2.8923082638782645,14,232.0,0.0,14,232.0
1205.0,12,225.0,8.035714285714286,6.814221948764863,12,225.0,0.4674983530948298,12,225.0
1210.0,6,120.0,4.615384615384615,6.62908505993253,6,170.0,0.4084833456822173,6,170.0
1215.0,13,166.0,6.384615384615385,5.679899020913309,13,166.0,0.08672131892462151,13,166.0
1220.0,14,176.0,8.0,3.7565643103038586,14,176.0,2.098400761157863e-05,14,176.0
